Date,Order ID,Item Name,Category,Quantity,Price,Total Sales,Payment Method,Customer ID,Customer Age,Customer Gender,Visit Type,Order Time,Wait Time (mins),Day of the Week,Meal Period,Day Type
2024-01-18,ORD11238,Tea,Beverages,4,3,12,Cash,CUST5075,51,Male,Takeout,8:46:00,9,Thursday,Breakfast,Weekday
2024-01-21,ORD63497,Wine,Alcoholic Drinks,2,10,20,Cash,CUST5660,53,Male,Dine-in,20:30:00,11,Sunday,Dinner,Weekend
2024-10-06,ORD27435,Tea,Beverages,4,3,12,Cash,CUST8927,42,Female,Delivery,10:29:00,19,Sunday,Breakfast,Weekend
2024-10-07,ORD30897,Pizza,Main Course,5,14,70,Credit Card,CUST9873,37,Female,Takeout,14:19:00,20,Monday,Lunch,Weekday
2024-08-27,ORD77127,Coffee,Beverages,5,4,20,Credit Card,CUST8733,29,Female,Takeout,6:57:00,10,Tuesday,Breakfast,Weekday
2024-08-19,ORD97725,Salad,Appetizer,3,9,27,Credit Card,CUST7368,65,Male,Takeout,11:02:00,11,Monday,Lunch,Weekday
2024-03-16,ORD37645,Salad,Appetizer,4,9,36,Cash,CUST9639,62,Female,Delivery,12:21:00,23,Saturday,Lunch,Weekend
2024-02-11,ORD96197,Pizza,Main Course,5,14,70,Cash,CUST5328,40,Female,Delivery,13:28:00,30,Sunday,Lunch,Weekend
2024-09-05,ORD28588,Burger,Main Course,4,12,48,Mobile Payment,CUST5150,55,Male,Delivery,14:02:00,27,Thursday,Lunch,Weekday
2024-07-06,ORD94735,Pasta,Main Course,13,16,32,Mobile Payment,CUST6478,56,unknown,Dine-in,18:18:00,57,Saturday,Dinner,Weekend
2024-10-23,ORD30046,Coffee,Beverages,1,4,4,Mobile Payment,CUST7887,45,Female,Delivery,10:16:00,16,Wednesday,Breakfast,Weekday
2024-07-02,ORD53539,,Main Course,,14,56,Mobile Payment,CUST5555,,Female,Dine-in,16:29:00,,Tuesday,Lunch,Weekday
2024-06-14,ORD14619,Coffee,Beverages,5,4,20,Credit Card,CUST4939,20,Male,Dine-in,9:05:00,15,Friday,Breakfast,Weekday
2024-05-27,ORD11604,Pasta,Main Course,2,16,32,Cash,CUST4199,31,Male,Takeout,18:11:00,11,Monday,Dinner,Weekday
2024-12-16,ORD68112,Soda,Beverages,5,3,15,Mobile Payment,CUST6715,39,Male,Takeout,19:02:00,10,Monday,Dinner,Weekday
2024-05-31,ORD52181,Soda,Beverages,3,3,9,Mobile Payment,CUST7804,41,Female,Delivery,18:49:00,18,Friday,Dinner,Weekday
2024-01-31,ORD85150,Tea,Beverages,5,3,15,Cash,CUST2959,50,Female,Dine-in,8:12:00,15,Wednesday,Breakfast,Weekday
2024-08-19,ORD46537,Tea,Beverages,1,3,3,Credit Card,CUST8652,54,Female,Dine-in,9:58:00,11,Monday,Breakfast,Weekday
2024-10-01,ORD26180,Pizza,Main Course,3,14,42,Credit Card,CUST8865,21,Female,Takeout,16:00:00,14,Tuesday,Lunch,Weekday
2024-09-19,ORD83635,Burger,Main Course,2,12,24,Mobile Payment,CUST9288,57,Female,Takeout,11:57:00,11,Thursday,Lunch,Weekday
2024-01-24,ORD93234,Pizza,Main Course,1,14,14,Cash,CUST9183,29,Female,Delivery,13:19:00,18,Wednesday,Lunch,Weekday
2024-01-30,ORD58229,Pasta,Main Course,3,16,48,Credit Card,CUST1983,55,Male,Dine-in,17:24:00,19,Tuesday,Dinner,Weekday
2024-10-03,ORD15040,Tea,Beverages,3,3,9,Mobile Payment,CUST3771,38,Female,Dine-in,10:18:00,13,Thursday,Breakfast,Weekday
2024-06-13,ORD39213,Pasta,Main Course,4,16,64,Credit Card,CUST4253,48,Female,Takeout,17:49:00,17,Thursday,Dinner,Weekday
2024-11-08,ORD79628,Pasta,Main Course,5,16,80,Mobile Payment,CUST5392,28,Female,Delivery,18:48:00,30,Friday,Dinner,Weekday
2024-01-10,ORD17326,Pizza,Main Course,2,14,28,Mobile Payment,CUST1855,31,Prefer not to answer,Takeout,15:51:00,11,Wednesday,Lunch,Weekday
2024-05-20,ORD84376,,Appetizer,,9,27,Cash,CUST7058,,Female,Delivery,15:47:00,,Monday,Lunch,Weekday
2024-11-28,ORD59590,Coffee,Beverages,2,4,8,Cash,CUST9749,42,Male,Dine-in,7:20:00,12,Thursday,Breakfast,Weekday
2024-04-21,ORD76621,Coffee,Beverages,10,4,12,Mobile Payment,CUST5907,56,unknown,Dine-in,7:19:00,86,Sunday,Breakfast,Weekend
2024-08-04,ORD67357,Tea,Beverages,2,3,6,Cash,CUST7681,23,Female,Dine-in,6:44:00,12,Sunday,Breakfast,Weekend
2024-03-18,ORD16192,Tea,Beverages,5,3,15,Cash,CUST1499,23,Male,Dine-in,6:10:00,15,Monday,Breakfast,Weekday
2024-04-26,ORD54341,Beer,Alcoholic Drinks,4,6,24,Cash,CUST7935,43,Female,Takeout,21:48:00,6,Friday,Dinner,Weekday
2024-03-25,ORD31925,Pizza,Main Course,4,14,56,Mobile Payment,CUST9887,18,Male,Dine-in,11:56:00,22,Monday,Lunch,Weekday
2024-07-27,ORD88731,Salad,Appetizer,5,9,45,Mobile Payment,CUST1726,24,Male,Takeout,13:36:00,15,Saturday,Lunch,Weekend
2024-02-11,ORD36607,Salad,Appetizer,1,9,9,Credit Card,CUST5239,50,Female,Delivery,13:20:00,17,Sunday,Lunch,Weekend
2024-08-26,ORD39882,Pasta,Main Course,2,16,32,Cash,CUST4116,58,Male,Takeout,17:18:00,11,Monday,Dinner,Weekday
2024-09-01,ORD77562,Coffee,Beverages,4,4,16,Cash,CUST3065,60,Female,Takeout,9:40:00,9,Sunday,Breakfast,Weekend
2024-02-10,ORD57728,Wine,Alcoholic Drinks,4,10,40,Cash,CUST7565,19,Female,Dine-in,20:46:00,11,Saturday,Dinner,Weekend
2024-05-23,ORD17193,Coffee,Beverages,2,4,8,Mobile Payment,CUST2355,38,Male,Dine-in,6:28:00,12,Thursday,Breakfast,Weekday
2024-04-14,ORD10143,Coffee,Beverages,2,4,8,Mobile Payment,CUST1524,63,Male,Dine-in,10:59:00,12,Sunday,Breakfast,Weekend
2024-10-20,ORD28244,Pizza,Main Course,1,14,14,Mobile Payment,CUST8130,52,Male,Dine-in,13:17:00,13,Sunday,Lunch,Weekend
2024-05-28,ORD23410,Soda,Beverages,3,3,9,Cash,CUST6656,25,Male,Delivery,21:29:00,18,Tuesday,Dinner,Weekday
2024-11-06,ORD41719,Coffee,Beverages,1,4,4,Mobile Payment,CUST6332,51,Female,Takeout,6:53:00,6,Wednesday,Breakfast,Weekday
2024-02-13,ORD77902,Pasta,Main Course,4,16,64,Credit Card,CUST6602,64,Male,Dine-in,18:35:00,22,Tuesday,Dinner,Weekday
2024-02-21,ORD49317,Salad,Appetizer,5,9,45,Cash,CUST2880,41,Male,Dine-in,14:13:00,20,Wednesday,Lunch,Weekday
2024-11-23,ORD60265,Pizza,Main Course,4,14,56,Cash,CUST6496,47,Male,Delivery,12:26:00,27,Saturday,Lunch,Weekend
2024-02-06,ORD46072,Coffee,Beverages,1,4,4,Mobile Payment,CUST1847,50,Female,Dine-in,8:33:00,11,Tuesday,Breakfast,Weekday
2024-04-05,ORD62820,Beer,Alcoholic Drinks,4,6,24,Credit Card,CUST7877,51,Female,Dine-in,18:47:00,11,Friday,Dinner,Weekday
2024-10-02,ORD76605,Beer,Alcoholic Drinks,4,6,24,Mobile Payment,CUST5562,27,Female,Dine-in,20:45:00,11,Wednesday,Dinner,Weekday
2024-12-11,ORD17416,Salad,Appetizer,2,9,18,Credit Card,CUST5570,33,Male,Dine-in,13:33:00,14,Wednesday,Lunch,Weekday
2024-03-06,ORD32664,Burger,Main Course,3,12,36,Cash,CUST1385,32,Female,Takeout,11:14:00,14,Wednesday,Lunch,Weekday
2024-01-03,ORD77020,Coffee,Beverages,3,4,12,Credit Card,CUST7018,35,Female,Takeout,7:23:00,8,Wednesday,Breakfast,Weekday
2024-05-21,ORD32076,Tea,Beverages,5,3,15,Mobile Payment,CUST2335,23,Female,Dine-in,8:44:00,15,Tuesday,Breakfast,Weekday
2024-12-05,ORD28822,Coffee,Beverages,2,4,8,Credit Card,CUST4823,27,Male,Delivery,9:04:00,17,Thursday,Breakfast,Weekday
2024-05-25,ORD84374,Burger,Main Course,1,12,12,Mobile Payment,CUST7389,61,Prefer not to answer,Takeout,11:03:00,8,Saturday,Lunch,Weekend
2024-06-13,ORD37058,Beer,Alcoholic Drinks,1,6,6,Credit Card,CUST2253,37,Male,Takeout,19:44:00,6,Thursday,Dinner,Weekday
2024-01-23,ORD77111,Burger,Main Course,2,12,24,Mobile Payment,CUST8243,22,Prefer not to answer,Delivery,16:36:00,21,Tuesday,Lunch,Weekday
2024-03-11,ORD23469,Pizza,Main Course,3,14,42,Credit Card,CUST4222,59,Female,Takeout,16:48:00,14,Monday,Lunch,Weekday
2024-02-20,ORD20523,Burger,Main Course,2,12,24,Cash,CUST6301,58,Female,Takeout,13:17:00,11,Tuesday,Lunch,Weekday
2024-08-03,ORD89243,Burger,Main Course,5,12,60,Credit Card,CUST4774,53,Male,Takeout,11:42:00,20,Saturday,Lunch,Weekend
2024-03-18,ORD44831,Pasta,Main Course,5,16,80,Cash,CUST1940,49,Female,Dine-in,20:09:00,25,Monday,Dinner,Weekday
2024-04-14,ORD54581,Soda,Beverages,5,3,15,Mobile Payment,CUST6008,33,Male,Takeout,17:57:00,10,Sunday,Dinner,Weekend
2024-04-07,ORD81180,Coffee,Beverages,5,4,20,Cash,CUST6984,64,Female,Takeout,10:57:00,10,Sunday,Breakfast,Weekend
2024-04-11,ORD62811,Salad,Appetizer,3,9,27,Credit Card,CUST6883,41,Female,Dine-in,15:42:00,16,Thursday,Lunch,Weekday
2024-01-04,ORD36009,Beer,Alcoholic Drinks,2,6,12,Cash,CUST5121,34,Female,Dine-in,17:31:00,11,Thursday,Dinner,Weekday
2024-06-30,ORD30942,Soda,Beverages,5,3,15,Mobile Payment,CUST1194,54,Prefer not to answer,Delivery,17:41:00,20,Sunday,Dinner,Weekend
2024-07-26,ORD59933,Salad,Appetizer,5,9,45,Credit Card,CUST5464,38,Male,Dine-in,15:07:00,20,Friday,Lunch,Weekday
2024-05-28,ORD23410,Soda,Beverages,3,3,9,Cash,CUST6656,25,Male,Delivery,21:29:00,18,Tuesday,Dinner,Weekday
2024-08-27,ORD76806,Burger,Main Course,2,12,24,Credit Card,CUST8598,51,Female,Delivery,15:11:00,21,Tuesday,Lunch,Weekday
2024-11-02,ORD78682,Soda,Beverages,1,3,3,Credit Card,CUST6109,49,Female,Takeout,19:01:00,6,Saturday,Dinner,Weekend
2024-10-09,ORD65765,Soda,Beverages,2,3,6,Mobile Payment,CUST9245,41,Female,Takeout,19:16:00,7,Wednesday,Dinner,Weekday
2024-04-28,ORD65090,Salad,Appetizer,5,9,45,Cash,CUST7154,53,Male,Delivery,11:21:00,25,Sunday,Lunch,Weekend
2024-08-03,ORD73244,Burger,Main Course,4,12,48,Cash,CUST9617,57,Female,Dine-in,16:15:00,22,Saturday,Lunch,Weekend
2024-04-26,ORD70079,Pizza,Main Course,3,14,42,Credit Card,CUST5074,58,Prefer not to answer,Delivery,13:31:00,24,Friday,Lunch,Weekday
2024-01-31,ORD47522,Wine,Alcoholic Drinks,1,10,10,Mobile Payment,CUST6900,59,Male,Takeout,20:01:00,6,Wednesday,Dinner,Weekday
2024-07-05,ORD61431,Pizza,Main Course,2,14,28,Credit Card,CUST9641,43,Female,Delivery,14:23:00,21,Friday,Lunch,Weekday
2024-09-12,ORD40566,Burger,Main Course,2,12,24,Mobile Payment,CUST6411,42,Female,Delivery,15:24:00,21,Thursday,Lunch,Weekday
2024-06-30,ORD34672,Beer,Alcoholic Drinks,1,6,6,Mobile Payment,CUST9308,64,Male,Dine-in,17:09:00,11,Sunday,Dinner,Weekend
2024-01-19,ORD68231,Tea,Beverages,1,3,3,Cash,CUST5690,22,Male,Takeout,10:58:00,6,Friday,Breakfast,Weekday
2024-04-21,ORD66536,Wine,Alcoholic Drinks,1,10,10,Mobile Payment,CUST1835,21,Male,Dine-in,20:52:00,11,Sunday,Dinner,Weekend
2024-08-16,ORD40265,Salad,Appetizer,12,9,36,Cash,CUST2975,26,unknown,Dine-in,14:50:00,38,Friday,Lunch,Weekday
2024-02-18,ORD51287,Tea,Beverages,1,3,3,Cash,CUST5194,65,Male,Takeout,10:55:00,6,Sunday,Breakfast,Weekend
2024-11-15,ORD77240,Beer,Alcoholic Drinks,2,6,12,Cash,CUST2937,39,Female,Dine-in,21:42:00,11,Friday,Dinner,Weekday
2024-01-17,ORD72580,Pizza,Main Course,2,14,28,Cash,CUST8569,54,Female,Delivery,14:27:00,21,Wednesday,Lunch,Weekday
2024-10-02,ORD76605,Beer,Alcoholic Drinks,4,6,24,Mobile Payment,CUST5562,27,Male,Dine-in,20:45:00,11,Wednesday,Dinner,Weekday
2024-02-07,ORD65534,Burger,Main Course,1,12,12,Mobile Payment,CUST3972,63,Male,Delivery,15:50:00,18,Wednesday,Lunch,Weekday
2024-03-30,ORD68838,Pasta,Main Course,4,16,64,Mobile Payment,CUST5786,18,Female,Delivery,18:46:00,27,Saturday,Dinner,Weekend
2024-03-11,ORD83456,Soda,Beverages,1,3,3,Mobile Payment,CUST3434,35,Male,Dine-in,21:18:00,11,Monday,Dinner,Weekday
2024-03-23,ORD62682,Pizza,Main Course,2,14,28,Cash,CUST2994,42,Female,Delivery,12:46:00,21,Saturday,Lunch,Weekend
2024-06-18,ORD80411,Pasta,Main Course,4,16,64,Credit Card,CUST3884,56,Male,Delivery,21:27:00,27,Tuesday,Dinner,Weekday
2024-08-17,ORD58896,Pizza,Main Course,2,14,28,Mobile Payment,CUST1450,54,Female,Delivery,15:51:00,21,Saturday,Lunch,Weekend
2024-07-01,ORD29581,Pasta,Main Course,2,16,32,Credit Card,CUST2113,25,Female,Dine-in,20:10:00,16,Monday,Dinner,Weekday
2024-06-10,ORD91605,Pizza,Main Course,1,14,14,Credit Card,CUST9827,54,Female,Takeout,15:40:00,8,Monday,Lunch,Weekday
2024-03-27,ORD32354,Pasta,Main Course,3,16,48,Credit Card,CUST3613,29,Female,Takeout,19:22:00,14,Wednesday,Dinner,Weekday
2024-04-25,ORD69298,Tea,Beverages,4,3,12,Mobile Payment,CUST6833,29,Male,Delivery,7:34:00,19,Thursday,Breakfast,Weekday
2024-01-18,ORD86965,Salad,Appetizer,3,9,27,Mobile Payment,CUST1371,38,Female,Dine-in,16:13:00,16,Thursday,Lunch,Weekday
2024-08-26,ORD79526,Burger,Main Course,2,12,24,Credit Card,CUST1542,58,Female,Delivery,15:26:00,21,Monday,Lunch,Weekday
2024-11-06,ORD46592,Wine,Alcoholic Drinks,4,10,40,Credit Card,CUST1048,48,Male,Dine-in,17:36:00,11,Wednesday,Dinner,Weekday
2024-10-07,ORD67880,Coffee,Beverages,4,4,16,Mobile Payment,CUST2136,25,Female,Takeout,9:48:00,9,Monday,Breakfast,Weekday
2024-09-10,ORD80000,Pasta,Main Course,5,16,80,Mobile Payment,CUST8685,25,Male,Dine-in,18:43:00,25,Tuesday,Dinner,Weekday
2024-02-02,ORD15266,Tea,Beverages,2,3,6,Credit Card,CUST5829,29,Male,Dine-in,9:45:00,12,Friday,Breakfast,Weekday
2024-03-01,ORD74767,Soda,Beverages,2,3,6,Cash,CUST4512,48,Male,Dine-in,20:24:00,12,Friday,Dinner,Weekday
2024-11-27,ORD31558,Tea,Beverages,3,3,9,Credit Card,CUST9133,24,Male,Takeout,9:49:00,8,Wednesday,Breakfast,Weekday
2024-09-15,ORD22577,Salad,Appetizer,3,9,27,Mobile Payment,CUST4246,36,Male,Takeout,16:38:00,11,Sunday,Lunch,Weekend
2024-07-25,ORD67373,Pasta,Main Course,2,16,32,Cash,CUST7461,56,Female,Delivery,17:32:00,21,Thursday,Dinner,Weekday
2024-05-29,ORD24387,Burger,Main Course,4,12,48,Cash,CUST3890,23,Female,Dine-in,14:32:00,22,Wednesday,Lunch,Weekday
2024-07-03,ORD10804,Burger,Main Course,3,12,36,Credit Card,CUST9508,30,Female,Delivery,14:51:00,24,Wednesday,Lunch,Weekday
2024-04-02,ORD30898,Burger,Main Course,4,12,48,Mobile Payment,CUST9370,56,Male,Dine-in,15:16:00,22,Tuesday,Lunch,Weekday
2024-05-11,ORD88902,Tea,Beverages,3,3,9,Mobile Payment,CUST6545,60,Male,Dine-in,8:46:00,13,Saturday,Breakfast,Weekend
2024-03-01,ORD77219,Coffee,Beverages,4,4,16,Credit Card,CUST9415,50,Male,Takeout,6:29:00,9,Friday,Breakfast,Weekday
2024-07-06,ORD78405,Soda,Beverages,5,3,15,Mobile Payment,CUST7058,31,Male,Delivery,20:17:00,20,Saturday,Dinner,Weekend
2024-03-18,ORD62278,Wine,Alcoholic Drinks,1,10,10,Credit Card,CUST1513,63,Female,Dine-in,18:20:00,11,Monday,Dinner,Weekday
2024-02-16,ORD24095,Tea,Beverages,5,3,15,Credit Card,CUST2206,41,Female,Takeout,6:42:00,10,Friday,Breakfast,Weekday
2024-05-24,ORD51900,Coffee,Beverages,5,4,20,Mobile Payment,CUST4280,39,Male,Dine-in,10:26:00,15,Friday,Breakfast,Weekday
2024-07-26,ORD35908,Pasta,Main Course,1,16,16,Credit Card,CUST4520,26,Female,Takeout,18:05:00,8,Friday,Dinner,Weekday
2024-10-03,ORD64154,Coffee,Beverages,4,4,16,Mobile Payment,CUST8567,18,Male,Delivery,6:55:00,19,Thursday,Breakfast,Weekday
2024-04-28,ORD26373,Wine,Alcoholic Drinks,1,10,10,Cash,CUST9090,42,Female,Takeout,20:01:00,6,Sunday,Dinner,Weekend
2024-04-23,ORD26025,Coffee,Beverages,1,4,4,Mobile Payment,CUST6324,40,Male,Delivery,6:46:00,16,Tuesday,Breakfast,Weekday
2024-08-16,ORD80168,Wine,Alcoholic Drinks,4,10,40,Cash,CUST3225,61,Female,Dine-in,17:58:00,11,Friday,Dinner,Weekday
2024-03-25,ORD44280,Beer,Alcoholic Drinks,2,6,12,Credit Card,CUST7635,61,Male,Dine-in,18:49:00,11,Monday,Dinner,Weekday
2024-11-23,ORD16809,Pizza,Main Course,4,14,56,Credit Card,CUST2479,58,Female,Takeout,16:47:00,17,Saturday,Lunch,Weekend
2024-06-10,ORD89938,Soda,Beverages,1,3,3,Mobile Payment,CUST3000,38,Female,Dine-in,21:27:00,11,Monday,Dinner,Weekday
2024-09-14,ORD80168,Pizza,Main Course,1,14,14,Mobile Payment,CUST5959,63,Prefer not to answer,Dine-in,13:30:00,13,Saturday,Lunch,Weekend
2024-04-20,ORD83893,Wine,Alcoholic Drinks,5,10,50,Mobile Payment,CUST3040,45,Female,Dine-in,18:01:00,11,Saturday,Dinner,Weekend
2024-10-30,ORD72302,Pizza,Main Course,2,14,28,Cash,CUST3201,50,Female,Takeout,14:23:00,11,Wednesday,Lunch,Weekday
2024-10-14,ORD43682,Coffee,Beverages,4,4,16,Credit Card,CUST1349,49,Female,Delivery,7:31:00,19,Monday,Breakfast,Weekday
2024-04-01,ORD78593,Salad,Appetizer,2,9,18,Cash,CUST6054,31,Female,Dine-in,15:50:00,14,Monday,Lunch,Weekday
2024-04-20,ORD21051,Coffee,Beverages,5,4,20,Mobile Payment,CUST2006,29,Male,Dine-in,6:44:00,15,Saturday,Breakfast,Weekend
2024-09-16,ORD48709,Tea,Beverages,1,3,3,Mobile Payment,CUST2698,36,Female,Delivery,8:22:00,16,Monday,Breakfast,Weekday
2024-05-31,ORD75715,Pizza,Main Course,5,14,70,Mobile Payment,CUST8205,41,Female,Takeout,13:30:00,20,Friday,Lunch,Weekday
2024-07-08,ORD58026,Pizza,Main Course,3,14,42,Credit Card,CUST4889,26,Female,Delivery,12:33:00,24,Monday,Lunch,Weekday
2024-05-08,ORD49342,Coffee,Beverages,1,4,4,Credit Card,CUST9660,60,Female,Dine-in,9:18:00,11,Wednesday,Breakfast,Weekday
2024-03-21,ORD97853,Coffee,Beverages,1,4,4,Cash,CUST7866,35,Female,Delivery,7:54:00,16,Thursday,Breakfast,Weekday
2024-06-09,ORD18807,Beer,Alcoholic Drinks,3,6,18,Credit Card,CUST8011,36,Female,Takeout,18:51:00,6,Sunday,Dinner,Weekend
2024-11-20,ORD32630,Pasta,Main Course,4,16,64,Credit Card,CUST8596,24,Female,Dine-in,20:55:00,22,Wednesday,Dinner,Weekday
2024-12-27,ORD95373,Beer,Alcoholic Drinks,2,6,12,Cash,CUST2202,24,Male,Takeout,19:13:00,6,Friday,Dinner,Weekday
2024-07-01,ORD98958,Salad,Appetizer,1,9,9,Cash,CUST2871,46,Male,Takeout,14:49:00,7,Monday,Lunch,Weekday
2024-01-25,ORD77274,Burger,Main Course,12,12,36,Credit Card,CUST6167,55,unknown,Delivery,11:58:00,68,Thursday,Lunch,Weekday
2024-12-28,ORD30520,Burger,Main Course,3,12,36,Credit Card,CUST7729,34,Female,Takeout,15:31:00,14,Saturday,Lunch,Weekend
2024-02-28,ORD29822,Tea,Beverages,1,3,3,Credit Card,CUST5722,39,Male,Delivery,9:26:00,16,Wednesday,Breakfast,Weekday
2024-12-15,ORD15989,Burger,Main Course,5,12,60,Cash,CUST6000,61,Female,Takeout,11:49:00,20,Sunday,Lunch,Weekend
2024-11-11,ORD28736,Soda,Beverages,19,3,12,Credit Card,CUST8536,62,unknown,Delivery,20:22:00,36,Monday,Dinner,Weekday
2024-02-28,ORD96321,Coffee,Beverages,4,4,16,Mobile Payment,CUST6338,20,Female,Delivery,6:19:00,19,Wednesday,Breakfast,Weekday
2024-09-17,ORD71237,Beer,Alcoholic Drinks,4,6,24,Credit Card,CUST1017,58,Male,Delivery,20:25:00,16,Tuesday,Dinner,Weekday
2024-08-08,ORD23963,Coffee,Beverages,5,4,20,Cash,CUST5671,65,Female,Takeout,6:22:00,10,Thursday,Breakfast,Weekday
2024-09-12,ORD27207,Burger,Main Course,1,12,12,Credit Card,CUST8264,21,Male,Dine-in,14:55:00,13,Thursday,Lunch,Weekday
2024-09-12,ORD32839,Burger,Main Course,4,12,48,Credit Card,CUST2946,36,Male,Delivery,12:12:00,27,Thursday,Lunch,Weekday
2024-02-22,ORD74264,Burger,Main Course,2,12,24,Cash,CUST1213,41,Female,Dine-in,11:22:00,16,Thursday,Lunch,Weekday
2024-12-10,ORD43557,Pizza,Main Course,2,14,28,Mobile Payment,CUST4296,56,Male,Delivery,12:25:00,21,Tuesday,Lunch,Weekday
2024-10-31,ORD17248,Pasta,Main Course,2,16,32,Credit Card,CUST1304,56,Female,Takeout,19:42:00,11,Thursday,Dinner,Weekday
2024-04-28,ORD43040,Burger,Main Course,4,12,48,Mobile Payment,CUST1261,48,Male,Takeout,16:12:00,17,Sunday,Lunch,Weekend
2024-07-25,ORD86178,Soda,Beverages,4,3,12,Cash,CUST8280,27,Male,Takeout,20:59:00,9,Thursday,Dinner,Weekday
2024-02-21,ORD49317,Salad,Appetizer,5,9,45,Cash,CUST2880,41,Female,Dine-in,14:13:00,20,Wednesday,Lunch,Weekday
2024-11-09,ORD94204,Burger,Main Course,2,12,24,Cash,CUST3849,27,Female,Takeout,11:35:00,11,Saturday,Lunch,Weekend
2024-04-29,ORD36573,Soda,Beverages,2,3,6,Credit Card,CUST9291,47,Female,Dine-in,17:39:00,12,Monday,Dinner,Weekday
2024-02-27,ORD66985,Coffee,Beverages,1,4,4,Mobile Payment,CUST3777,18,Female,Takeout,8:05:00,6,Tuesday,Breakfast,Weekday
2024-05-19,ORD22992,Soda,Beverages,2,3,6,Credit Card,CUST5550,64,Male,Dine-in,21:39:00,12,Sunday,Dinner,Weekend
2024-09-14,ORD83955,Burger,Main Course,2,12,24,Mobile Payment,CUST1339,37,Female,Takeout,12:36:00,11,Saturday,Lunch,Weekend
2024-07-24,ORD91271,Burger,Main Course,2,12,24,Cash,CUST4804,53,Female,Takeout,12:17:00,11,Wednesday,Lunch,Weekday
2024-08-07,ORD91199,Salad,Appetizer,2,9,18,Credit Card,CUST4488,27,Male,Dine-in,12:48:00,14,Wednesday,Lunch,Weekday
2024-12-19,ORD98013,Pasta,Main Course,1,16,16,Mobile Payment,CUST8004,29,Male,Delivery,21:46:00,18,Thursday,Dinner,Weekday
2024-05-25,ORD59824,Pizza,Main Course,3,14,42,Mobile Payment,CUST1118,36,Female,Delivery,11:54:00,24,Saturday,Lunch,Weekend
2024-03-13,ORD54510,Pizza,Main Course,1,14,14,Cash,CUST7104,28,Male,Takeout,12:05:00,8,Wednesday,Lunch,Weekday
2024-01-05,ORD30256,Burger,Main Course,4,12,48,Mobile Payment,CUST2556,40,Male,Delivery,16:54:00,27,Friday,Lunch,Weekday
2024-08-07,ORD87849,Coffee,Beverages,1,4,4,Credit Card,CUST8905,26,Female,Delivery,7:43:00,16,Wednesday,Breakfast,Weekday
2024-04-12,ORD22581,Coffee,Beverages,2,4,8,Cash,CUST2530,58,Female,Dine-in,7:34:00,12,Friday,Breakfast,Weekday
2024-01-14,ORD98151,Salad,Appetizer,1,9,9,Mobile Payment,CUST2505,35,Female,Takeout,16:37:00,7,Sunday,Lunch,Weekend
2024-01-23,ORD64133,Pizza,Main Course,3,14,42,Credit Card,CUST1846,45,Female,Takeout,14:12:00,14,Tuesday,Lunch,Weekday
2024-04-10,ORD88407,Wine,Alcoholic Drinks,5,10,50,Credit Card,CUST6618,39,Male,Takeout,18:15:00,6,Wednesday,Dinner,Weekday
2024-08-06,ORD17653,Pizza,Main Course,2,14,28,Credit Card,CUST8355,23,Female,Delivery,16:23:00,21,Tuesday,Lunch,Weekday
2024-06-04,ORD60074,Burger,Main Course,3,12,36,Cash,CUST4475,56,Female,Dine-in,16:10:00,19,Tuesday,Lunch,Weekday
2024-08-16,ORD59505,Coffee,Beverages,5,4,20,Mobile Payment,CUST9573,27,Female,Delivery,7:46:00,20,Friday,Breakfast,Weekday
2024-05-11,ORD73467,Pasta,Main Course,4,16,64,Cash,CUST9736,22,Male,Delivery,21:33:00,27,Saturday,Dinner,Weekend
2024-12-04,ORD87385,Burger,Main Course,4,12,48,Cash,CUST9897,48,Female,Dine-in,13:59:00,22,Wednesday,Lunch,Weekday
2024-12-07,ORD42238,Beer,Alcoholic Drinks,3,6,18,Credit Card,CUST7721,23,Male,Delivery,18:03:00,16,Saturday,Dinner,Weekend
2024-10-13,ORD60142,Burger,Main Course,4,12,48,Credit Card,CUST3683,56,Female,Dine-in,15:52:00,22,Sunday,Lunch,Weekend
2024-04-08,ORD50823,Burger,Main Course,5,12,60,Cash,CUST9590,24,Male,Delivery,12:28:00,30,Monday,Lunch,Weekday
2024-12-28,ORD41958,Tea,Beverages,4,3,12,Mobile Payment,CUST3658,54,Prefer not to answer,Delivery,10:20:00,19,Saturday,Breakfast,Weekend
2024-10-27,ORD40159,Salad,Appetizer,1,9,9,Mobile Payment,CUST9487,27,Female,Takeout,11:05:00,7,Sunday,Lunch,Weekend
2024-05-07,ORD45182,Pizza,Main Course,1,14,14,Cash,CUST9499,22,Female,Takeout,12:43:00,8,Tuesday,Lunch,Weekday
2024-11-05,ORD66018,Salad,Appetizer,4,9,36,Credit Card,CUST3347,24,Male,Delivery,16:29:00,23,Tuesday,Lunch,Weekday
2024-04-27,ORD31430,Wine,Alcoholic Drinks,4,10,40,Credit Card,CUST8820,61,Male,Dine-in,19:30:00,11,Saturday,Dinner,Weekend
2024-07-24,ORD53304,Beer,Alcoholic Drinks,4,6,24,Credit Card,CUST5980,60,Female,Takeout,17:28:00,6,Wednesday,Dinner,Weekday
2024-08-20,ORD49227,Coffee,Beverages,4,4,16,Credit Card,CUST4830,33,Female,Delivery,9:40:00,19,Tuesday,Breakfast,Weekday
