Date,Order_ID,Item_Name,Category,Quantity,Price,Total_Sales,Payment_Method,Customer_ID,Customer_Age,Customer_Gender,Visit_Type,Order_Time,Wait_Time_Mins,Day_of_the_Week,Meal_Period,Day_Type,row_id
2024-08-23,ORD10979,Salad,Appetizer,1,9.00,9.00,Cash,CUST5232,28,Male,Takeout,14:21:00,7,Friday,Lunch,Weekday,172
2024-03-25,ORD87612,Salad,Appetizer,2,9.00,18.00,"Credit Card",CUST5050,39,Male,Dine-in,13:38:00,14,Monday,Lunch,Weekday,173
2024-07-01,ORD91646,Burger,"Main Course",5,12.00,60.00,"Credit Card",CUST5520,37,Male,Delivery,11:58:00,30,Monday,Lunch,Weekday,174
2024-01-26,ORD69414,Soda,Beverages,1,3.00,3.00,"Mobile Payment",CUST7710,38,Male,Dine-in,21:08:00,11,Friday,Dinner,Weekday,175
2024-03-28,ORD33839,Salad,Appetizer,3,9.00,27.00,"Mobile Payment",CUST3019,56,"Prefer not to answer",Dine-in,11:55:00,16,Thursday,Lunch,Weekday,176
2024-10-28,ORD15089,Burger,"Main Course",3,12.00,36.00,"Mobile Payment",CUST6964,18,Female,Delivery,11:01:00,24,Monday,Lunch,Weekday,177
2024-05-13,ORD79597,Pizza,"Main Course",3,14.00,42.00,"Mobile Payment",CUST9956,43,Female,Dine-in,16:05:00,19,Monday,Lunch,Weekday,178
2024-06-13,ORD31490,Salad,Appetizer,2,9.00,18.00,"Credit Card",CUST8908,28,Female,Takeout,16:14:00,9,Thursday,Lunch,Weekday,179
2024-11-09,ORD81245,Salad,Appetizer,3,9.00,27.00,"Mobile Payment",CUST6758,23,Male,Dine-in,13:33:00,16,Saturday,Lunch,Weekend,180
2024-08-06,ORD23179,Tea,Beverages,2,3.00,6.00,Cash,CUST1417,49,Female,Delivery,09:39:00,17,Tuesday,Breakfast,Weekday,181
2024-08-25,ORD87160,Soda,Beverages,3,3.00,9.00,"Credit Card",CUST9855,64,Male,Takeout,21:29:00,8,Sunday,Dinner,Weekend,182
2024-04-06,ORD76363,Wine,"Alcoholic Drinks",1,10.00,10.00,"Mobile Payment",CUST8626,47,Female,Dine-in,18:59:00,11,Saturday,Dinner,Weekend,183
2024-02-17,ORD85937,Salad,Appetizer,5,9.00,45.00,Cash,CUST4048,57,Female,Dine-in,14:23:00,20,Saturday,Lunch,Weekend,184
2024-08-03,ORD86069,Pizza,"Main Course",5,14.00,70.00,"Mobile Payment",CUST6305,24,Male,Takeout,12:34:00,20,Saturday,Lunch,Weekend,185
2024-01-29,ORD27515,Coffee,Beverages,2,4.00,8.00,"Mobile Payment",CUST8668,19,Male,Takeout,09:53:00,7,Monday,Breakfast,Weekday,186
2024-06-25,ORD17520,Pizza,"Main Course",4,14.00,56.00,"Mobile Payment",CUST6108,27,Male,Delivery,13:14:00,27,Tuesday,Lunch,Weekday,187
2024-01-10,ORD84114,Tea,Beverages,4,3.00,12.00,"Mobile Payment",CUST5874,44,Female,Takeout,10:18:00,9,Wednesday,Breakfast,Weekday,188
2024-11-08,ORD47113,Tea,Beverages,3,3.00,9.00,"Mobile Payment",CUST2142,46,Female,Takeout,08:04:00,8,Friday,Breakfast,Weekday,189
2024-12-19,ORD54707,Salad,Appetizer,4,9.00,36.00,"Mobile Payment",CUST2276,42,Female,Delivery,15:25:00,23,Thursday,Lunch,Weekday,190
2024-07-04,ORD82825,Salad,Appetizer,4,9.00,36.00,"Credit Card",CUST6712,50,Male,Takeout,14:38:00,13,Thursday,Lunch,Holiday,191
2024-08-28,ORD42898,Coffee,Beverages,3,4.00,12.00,"Mobile Payment",CUST3452,26,Male,Delivery,06:31:00,18,Wednesday,Breakfast,Weekday,192
2024-11-03,ORD37459,Coffee,Beverages,1,4.00,4.00,Cash,CUST8483,18,Male,Takeout,07:24:00,6,Sunday,Breakfast,Weekend,193
2024-08-16,ORD65667,Salad,Appetizer,4,9.00,36.00,"Credit Card",CUST7244,28,Male,Delivery,12:15:00,23,Friday,Lunch,Weekday,195
2024-07-26,ORD35908,Pasta,"Main Course",1,16.00,16.00,"Credit Card",CUST4520,26,Female,Takeout,18:05:00,8,Friday,Dinner,Weekday,196
2024-09-23,ORD66962,Pizza,"Main Course",1,14.00,14.00,"Credit Card",CUST2709,53,Female,Delivery,16:58:00,18,Monday,Lunch,Weekday,197
2024-07-21,ORD13550,Beer,"Alcoholic Drinks",5,6.00,30.00,"Credit Card",CUST3501,55,Female,Takeout,21:43:00,6,Sunday,Dinner,Weekend,198
2024-01-06,ORD40551,Burger,"Main Course",4,12.00,48.00,Cash,CUST3246,34,Male,Delivery,16:53:00,27,Saturday,Lunch,Weekend,199
2024-03-09,ORD73122,Soda,Beverages,1,3.00,3.00,Cash,CUST1978,57,Female,Delivery,20:00:00,16,Saturday,Dinner,Weekend,200
2024-03-09,ORD65138,Tea,Beverages,4,3.00,12.00,Cash,CUST2891,40,"Prefer not to answer",Delivery,06:23:00,19,Saturday,Breakfast,Weekend,201
2024-11-14,ORD59747,Burger,"Main Course",4,12.00,48.00,"Mobile Payment",CUST4547,50,Male,Takeout,16:45:00,17,Thursday,Lunch,Weekday,202
2024-04-24,ORD59171,Pizza,"Main Course",3,14.00,42.00,"Credit Card",CUST4460,61,Female,Delivery,14:14:00,24,Wednesday,Lunch,Weekday,203
2024-07-29,ORD41288,Soda,Beverages,5,3.00,15.00,"Mobile Payment",CUST6790,30,Male,Takeout,19:39:00,10,Monday,Dinner,Weekday,204
2024-08-21,ORD15681,Beer,"Alcoholic Drinks",5,6.00,30.00,Cash,CUST9283,55,Male,Dine-in,18:36:00,11,Wednesday,Dinner,Weekday,205
2024-04-08,ORD78229,Salad,Appetizer,1,9.00,9.00,Cash,CUST1345,49,Female,Delivery,12:50:00,17,Monday,Lunch,Weekday,206
2024-07-02,ORD83381,Coffee,Beverages,5,4.00,20.00,"Credit Card",CUST8159,20,Male,Delivery,06:45:00,20,Tuesday,Breakfast,Weekday,207
2024-06-24,ORD19527,Pasta,"Main Course",3,16.00,48.00,"Mobile Payment",CUST9361,59,Male,Delivery,21:25:00,24,Monday,Dinner,Weekday,208
2024-12-22,ORD91654,Burger,"Main Course",1,12.00,12.00,"Mobile Payment",CUST5363,37,Female,Dine-in,15:55:00,13,Sunday,Lunch,Weekend,209
2024-10-14,ORD77072,Beer,"Alcoholic Drinks",1,6.00,6.00,"Credit Card",CUST8601,31,Male,Takeout,19:01:00,6,Monday,Dinner,Weekday,210
2024-05-19,ORD72526,Pizza,"Main Course",5,14.00,70.00,Cash,CUST3316,56,Female,Delivery,12:03:00,30,Sunday,Lunch,Weekend,212
2024-06-20,ORD19899,Burger,"Main Course",3,12.00,36.00,"Credit Card",CUST5914,52,Female,Takeout,12:42:00,14,Thursday,Lunch,Weekday,213
2024-03-10,ORD78684,Coffee,Beverages,1,4.00,4.00,Cash,CUST8006,45,Female,Takeout,08:51:00,6,Sunday,Breakfast,Weekend,214
2024-09-26,ORD77253,Pasta,"Main Course",3,16.00,48.00,"Mobile Payment",CUST9108,30,Male,Takeout,19:48:00,14,Thursday,Dinner,Weekday,215
2024-08-09,ORD26890,Pizza,"Main Course",1,14.00,14.00,"Mobile Payment",CUST4214,39,Female,Dine-in,14:13:00,13,Friday,Lunch,Weekday,216
2024-12-08,ORD40001,Tea,Beverages,2,3.00,6.00,"Mobile Payment",CUST2932,60,Male,Takeout,08:06:00,7,Sunday,Breakfast,Weekend,217
2024-12-30,ORD16227,Wine,"Alcoholic Drinks",5,10.00,50.00,"Mobile Payment",CUST8524,19,Female,Dine-in,21:23:00,11,Monday,Dinner,Weekday,219
2024-02-25,ORD20201,Burger,"Main Course",5,12.00,60.00,"Mobile Payment",CUST5584,37,Female,Delivery,15:42:00,30,Sunday,Lunch,Weekend,220
2024-10-29,ORD87632,Pasta,"Main Course",5,16.00,80.00,Cash,CUST3167,45,Female,Dine-in,19:52:00,25,Tuesday,Dinner,Weekday,221
2024-04-14,ORD72685,Beer,"Alcoholic Drinks",4,6.00,24.00,"Mobile Payment",CUST9637,29,Female,Dine-in,17:06:00,11,Sunday,Dinner,Weekend,222
2024-11-24,ORD19172,Burger,"Main Course",2,12.00,24.00,"Mobile Payment",CUST4294,56,Female,Delivery,16:16:00,21,Sunday,Lunch,Weekend,223
2024-06-11,ORD40253,Pasta,"Main Course",2,16.00,32.00,Cash,CUST9932,58,Male,Dine-in,17:26:00,16,Tuesday,Dinner,Weekday,224
2024-01-23,ORD44588,Coffee,Beverages,3,4.00,12.00,Cash,CUST6338,37,Female,Takeout,09:16:00,8,Tuesday,Breakfast,Weekday,225
2024-08-10,ORD47147,Beer,"Alcoholic Drinks",5,6.00,30.00,"Credit Card",CUST3169,25,Female,Delivery,19:32:00,16,Saturday,Dinner,Weekend,226
2024-10-13,ORD38735,Coffee,Beverages,2,4.00,8.00,"Mobile Payment",CUST7082,21,Male,Dine-in,06:07:00,12,Sunday,Breakfast,Weekend,227
2024-09-23,ORD92894,Soda,Beverages,2,3.00,6.00,Cash,CUST4341,63,Female,Dine-in,19:16:00,12,Monday,Dinner,Weekday,228
2024-06-18,ORD91572,Burger,"Main Course",2,12.00,24.00,Cash,CUST1061,21,Female,Takeout,16:41:00,11,Tuesday,Lunch,Weekday,230
2024-03-25,ORD41451,Wine,"Alcoholic Drinks",2,10.00,20.00,"Credit Card",CUST4557,63,Male,Dine-in,17:59:00,11,Monday,Dinner,Weekday,231
2024-09-25,ORD24201,Salad,Appetizer,3,9.00,27.00,"Credit Card",CUST9364,35,Male,Dine-in,12:44:00,16,Wednesday,Lunch,Weekday,232
2024-07-25,ORD52615,Tea,Beverages,1,3.00,3.00,"Credit Card",CUST6623,60,Female,Delivery,06:19:00,16,Thursday,Breakfast,Weekday,233
2024-10-01,ORD70359,Pizza,"Main Course",4,14.00,56.00,"Mobile Payment",CUST9421,29,Female,Takeout,15:04:00,17,Tuesday,Lunch,Weekday,234
2024-09-19,ORD45107,Beer,"Alcoholic Drinks",3,6.00,18.00,"Credit Card",CUST5353,27,Male,Dine-in,21:20:00,11,Thursday,Dinner,Weekday,235
2024-08-22,ORD19887,Wine,"Alcoholic Drinks",4,10.00,40.00,Cash,CUST4311,40,Male,Dine-in,20:40:00,11,Thursday,Dinner,Weekday,236
2024-03-24,ORD10559,Wine,"Alcoholic Drinks",5,10.00,50.00,"Mobile Payment",CUST6622,52,Male,Takeout,17:32:00,6,Sunday,Dinner,Weekend,237
2024-01-19,ORD38501,Salad,Appetizer,3,9.00,27.00,Cash,CUST7435,32,Male,Takeout,14:19:00,11,Friday,Lunch,Weekday,239
2024-01-22,ORD14191,Pizza,"Main Course",2,14.00,28.00,"Credit Card",CUST8940,22,Male,Dine-in,15:54:00,16,Monday,Lunch,Weekday,240
2024-01-30,ORD34442,Coffee,Beverages,1,4.00,4.00,Cash,CUST4759,25,Male,Takeout,09:19:00,6,Tuesday,Breakfast,Weekday,241
2024-02-11,ORD71410,Wine,"Alcoholic Drinks",4,10.00,40.00,"Credit Card",CUST9864,46,Female,Takeout,19:37:00,6,Sunday,Dinner,Weekend,242
2024-02-23,ORD58973,Salad,Appetizer,5,9.00,45.00,"Credit Card",CUST1090,19,Female,Delivery,11:25:00,25,Friday,Lunch,Weekday,243
2024-03-29,ORD43764,Wine,"Alcoholic Drinks",5,10.00,50.00,Cash,CUST5254,43,Male,Takeout,21:25:00,6,Friday,Dinner,Weekday,244
2024-11-06,ORD25129,Wine,"Alcoholic Drinks",3,10.00,30.00,"Credit Card",CUST4729,38,Female,Takeout,18:47:00,6,Wednesday,Dinner,Weekday,245
2024-07-25,ORD14197,Coffee,Beverages,1,4.00,4.00,"Mobile Payment",CUST4903,41,Male,Delivery,08:08:00,16,Thursday,Breakfast,Weekday,246
2024-05-14,ORD81447,Tea,Beverages,3,3.00,9.00,"Mobile Payment",CUST6741,33,Female,Dine-in,09:43:00,13,Tuesday,Breakfast,Weekday,247
2024-01-14,ORD12566,Coffee,Beverages,5,4.00,20.00,"Mobile Payment",CUST9618,18,"Prefer not to answer",Delivery,10:43:00,20,Sunday,Breakfast,Weekend,248
2024-05-13,ORD90536,Beer,"Alcoholic Drinks",5,6.00,30.00,"Mobile Payment",CUST4893,29,Male,Dine-in,21:49:00,11,Monday,Dinner,Weekday,249
2024-02-23,ORD55034,Beer,"Alcoholic Drinks",5,6.00,30.00,"Credit Card",CUST3918,53,Male,Delivery,19:42:00,16,Friday,Dinner,Weekday,250
2024-03-10,ORD59582,Burger,"Main Course",2,12.00,24.00,"Mobile Payment",CUST7268,36,Male,Dine-in,12:43:00,16,Sunday,Lunch,Weekend,251
2024-06-13,ORD51655,Pasta,"Main Course",1,16.00,16.00,Cash,CUST8122,39,Female,Dine-in,20:51:00,13,Thursday,Dinner,Weekday,252
2024-07-23,ORD76398,Salad,Appetizer,4,9.00,36.00,"Mobile Payment",CUST6531,62,Female,Delivery,13:11:00,23,Tuesday,Lunch,Weekday,253
2024-02-09,ORD25620,Tea,Beverages,3,3.00,9.00,"Mobile Payment",CUST2620,47,Female,Delivery,07:01:00,18,Friday,Breakfast,Weekday,254
2024-08-20,ORD18495,Salad,Appetizer,5,9.00,45.00,"Mobile Payment",CUST6207,60,Male,Delivery,15:57:00,25,Tuesday,Lunch,Weekday,255
2024-04-18,ORD86701,Pizza,"Main Course",4,14.00,56.00,Cash,CUST9363,48,Male,Takeout,14:49:00,17,Thursday,Lunch,Weekday,256
2024-04-17,ORD50073,Beer,"Alcoholic Drinks",3,6.00,18.00,"Mobile Payment",CUST9206,21,Female,Dine-in,19:43:00,11,Wednesday,Dinner,Weekday,257
2024-09-12,ORD32839,Burger,"Main Course",4,12.00,48.00,"Credit Card",CUST2946,36,Female,Delivery,12:12:00,27,Thursday,Lunch,Weekday,258
2024-08-28,ORD22196,Beer,"Alcoholic Drinks",3,6.00,18.00,"Credit Card",CUST9217,18,Male,Dine-in,19:39:00,11,Wednesday,Dinner,Weekday,259
2024-03-28,ORD50305,"Unknown Item",Beverages,12,4.00,48.00,Cash,CUST9537,41,"Prefer not to answer",Dine-in,07:59:00,79,Thursday,Breakfast,Weekday,260
2024-06-18,ORD23529,Soda,Beverages,2,3.00,6.00,Cash,CUST1277,23,Female,Takeout,20:21:00,7,Tuesday,Dinner,Weekday,261
2024-03-27,ORD32294,Pasta,"Main Course",2,16.00,32.00,Cash,CUST1381,31,Female,Takeout,18:51:00,11,Wednesday,Dinner,Weekday,262
2024-11-01,ORD48512,Coffee,Beverages,2,4.00,8.00,Cash,CUST5985,43,Male,Delivery,09:05:00,17,Friday,Breakfast,Weekday,263
2024-08-14,ORD33077,Pizza,"Main Course",4,14.00,56.00,Cash,CUST1830,40,Female,Takeout,13:35:00,17,Wednesday,Lunch,Weekday,264
2024-04-22,ORD20115,Pizza,"Main Course",2,14.00,28.00,"Credit Card",CUST3260,24,Female,Delivery,11:12:00,21,Monday,Lunch,Weekday,265
2024-01-13,ORD91060,Beer,"Alcoholic Drinks",5,6.00,30.00,"Mobile Payment",CUST2610,22,Male,Delivery,21:46:00,16,Saturday,Dinner,Weekend,266
2024-05-02,ORD24526,Wine,"Alcoholic Drinks",5,10.00,50.00,"Credit Card",CUST6872,62,Male,Dine-in,19:46:00,11,Thursday,Dinner,Weekday,267
2024-04-28,ORD32303,Soda,Beverages,2,3.00,6.00,"Mobile Payment",CUST4959,18,Male,Dine-in,20:07:00,12,Sunday,Dinner,Weekend,268
2024-03-31,ORD47351,Tea,Beverages,5,3.00,15.00,"Mobile Payment",CUST1045,22,Female,Delivery,09:12:00,20,Sunday,Breakfast,Weekend,269
2024-11-14,ORD99040,Coffee,Beverages,1,4.00,4.00,"Mobile Payment",CUST6931,50,Female,Delivery,08:52:00,16,Thursday,Breakfast,Weekday,270
2024-03-21,ORD57150,Soda,Beverages,2,3.00,6.00,"Mobile Payment",CUST9263,26,Male,Delivery,21:46:00,17,Thursday,Dinner,Weekday,271
2024-02-07,ORD49013,Tea,Beverages,5,3.00,15.00,Cash,CUST4589,39,Male,Dine-in,08:29:00,15,Wednesday,Breakfast,Weekday,272
2024-11-11,ORD36700,Coffee,Beverages,3,4.00,12.00,"Credit Card",CUST3585,22,Male,Delivery,10:02:00,18,Monday,Breakfast,Weekday,274
2024-12-02,ORD21826,Pizza,"Main Course",1,14.00,14.00,"Credit Card",CUST9067,49,Male,Dine-in,11:01:00,13,Monday,Lunch,Weekday,275
2024-10-13,ORD83591,Coffee,Beverages,1,4.00,4.00,"Credit Card",CUST4560,54,Male,Takeout,09:02:00,6,Sunday,Breakfast,Weekend,276
2024-09-06,ORD21052,Pizza,"Main Course",2,14.00,28.00,Cash,CUST2176,47,Male,Takeout,12:00:00,11,Friday,Lunch,Weekday,277
2024-12-17,ORD90059,Beer,"Alcoholic Drinks",5,6.00,30.00,Cash,CUST9260,31,Female,Delivery,17:13:00,16,Tuesday,Dinner,Weekday,278
2024-10-03,ORD28698,Pizza,"Main Course",5,14.00,70.00,"Mobile Payment",CUST6267,25,Male,Dine-in,15:54:00,25,Thursday,Lunch,Weekday,279
2024-09-18,ORD74786,Pizza,"Main Course",1,14.00,14.00,Cash,CUST7458,41,Female,Delivery,11:02:00,18,Wednesday,Lunch,Weekday,280
2024-03-04,ORD68277,Pizza,"Main Course",4,14.00,56.00,"Credit Card",CUST9411,21,Female,Dine-in,14:51:00,22,Monday,Lunch,Weekday,281
2024-12-06,ORD63069,Salad,Appetizer,3,9.00,27.00,"Credit Card",CUST2208,49,Male,Dine-in,11:07:00,16,Friday,Lunch,Weekday,282
2024-06-09,ORD58998,Coffee,Beverages,1,4.00,4.00,Cash,CUST8588,54,"Prefer not to answer",Delivery,07:45:00,16,Sunday,Breakfast,Weekend,283
2024-02-22,ORD54952,Wine,"Alcoholic Drinks",1,10.00,10.00,"Mobile Payment",CUST8108,63,Male,Takeout,19:56:00,6,Thursday,Dinner,Weekday,284
2024-05-21,ORD32076,Tea,Beverages,5,3.00,15.00,"Mobile Payment",CUST2335,23,Female,Dine-in,08:44:00,15,Tuesday,Breakfast,Weekday,285
2024-12-21,ORD56203,Pasta,"Main Course",3,16.00,48.00,"Mobile Payment",CUST9676,51,Male,Dine-in,21:44:00,19,Saturday,Dinner,Weekend,286
2024-03-02,ORD57517,Burger,"Main Course",5,12.00,60.00,Cash,CUST9827,20,Male,Delivery,15:36:00,30,Saturday,Lunch,Weekend,289
2024-08-22,ORD23903,Pasta,"Main Course",5,16.00,80.00,"Mobile Payment",CUST9866,37,Male,Delivery,18:42:00,30,Thursday,Dinner,Weekday,290
2024-02-07,ORD29707,Coffee,Beverages,4,4.00,16.00,"Mobile Payment",CUST4370,59,Female,Takeout,07:02:00,9,Wednesday,Breakfast,Weekday,292
2024-09-15,ORD22043,Tea,Beverages,3,3.00,9.00,"Credit Card",CUST8572,41,Female,Takeout,09:18:00,8,Sunday,Breakfast,Weekend,293
2024-08-02,ORD76600,Tea,Beverages,2,3.00,6.00,Cash,CUST5309,62,Male,Takeout,08:15:00,7,Friday,Breakfast,Weekday,294
2024-10-23,ORD44640,Coffee,Beverages,5,4.00,20.00,"Credit Card",CUST6745,60,Female,Delivery,07:21:00,20,Wednesday,Breakfast,Weekday,295
2024-01-17,ORD51862,Salad,Appetizer,3,9.00,27.00,"Mobile Payment",CUST5863,19,Female,Dine-in,12:33:00,16,Wednesday,Lunch,Weekday,296
2024-10-25,ORD63169,Burger,"Main Course",5,12.00,60.00,"Credit Card",CUST1811,64,Female,Takeout,15:15:00,20,Friday,Lunch,Weekday,297
2024-08-01,ORD18158,Salad,Appetizer,2,9.00,18.00,Cash,CUST1257,25,Female,Takeout,11:29:00,9,Thursday,Lunch,Weekday,298
2024-07-26,ORD22818,Beer,"Alcoholic Drinks",5,6.00,30.00,"Credit Card",CUST7456,37,Female,Dine-in,19:09:00,11,Friday,Dinner,Weekday,299
2024-06-08,ORD56849,Beer,"Alcoholic Drinks",4,6.00,24.00,Cash,CUST6724,49,Male,Delivery,21:29:00,16,Saturday,Dinner,Weekend,300
2024-03-27,ORD15336,Beer,"Alcoholic Drinks",5,6.00,30.00,"Credit Card",CUST1782,48,Female,Dine-in,21:54:00,11,Wednesday,Dinner,Weekday,301
2024-12-03,ORD51435,Wine,"Alcoholic Drinks",2,10.00,20.00,"Mobile Payment",CUST2058,64,Male,Takeout,21:56:00,6,Tuesday,Dinner,Weekday,302
2024-10-27,ORD68007,Pizza,"Main Course",1,14.00,14.00,"Mobile Payment",CUST3456,50,Male,Takeout,14:10:00,8,Sunday,Lunch,Weekend,303
2024-07-23,ORD38129,Tea,Beverages,3,3.00,9.00,"Mobile Payment",CUST5627,21,Male,Takeout,08:39:00,8,Tuesday,Breakfast,Weekday,304
2024-09-02,ORD36795,Burger,"Main Course",2,12.00,24.00,Cash,CUST4326,62,Male,Dine-in,13:11:00,16,Monday,Lunch,Weekday,305
2024-03-24,ORD15014,Wine,"Alcoholic Drinks",3,10.00,30.00,"Mobile Payment",CUST8631,38,Male,Takeout,17:56:00,6,Sunday,Dinner,Weekend,306
2024-09-23,ORD79923,Coffee,Beverages,5,4.00,20.00,"Mobile Payment",CUST2011,37,Female,Delivery,07:13:00,20,Monday,Breakfast,Weekday,307
2024-06-23,ORD51904,Salad,Appetizer,5,9.00,45.00,"Mobile Payment",CUST4887,45,Male,Delivery,14:05:00,25,Sunday,Lunch,Weekend,308
2024-10-08,ORD83993,Coffee,Beverages,4,4.00,16.00,"Mobile Payment",CUST4246,31,Female,Takeout,09:44:00,9,Tuesday,Breakfast,Weekday,309
2024-06-15,ORD76258,Salad,Appetizer,5,9.00,45.00,"Credit Card",CUST7676,65,Male,Delivery,13:57:00,25,Saturday,Lunch,Weekend,310
2024-03-19,ORD18725,Coffee,Beverages,1,4.00,4.00,"Mobile Payment",CUST2911,47,Female,Delivery,08:15:00,16,Tuesday,Breakfast,Weekday,311
2024-09-06,ORD11905,Beer,"Alcoholic Drinks",2,6.00,12.00,"Credit Card",CUST2990,31,Male,Delivery,18:28:00,16,Friday,Dinner,Weekday,312
2024-09-05,ORD15426,Coffee,Beverages,3,4.00,12.00,"Credit Card",CUST8241,31,Male,Dine-in,07:21:00,13,Thursday,Breakfast,Weekday,313
2024-05-25,ORD84374,Burger,"Main Course",1,12.00,12.00,"Mobile Payment",CUST7389,61,Female,Takeout,11:03:00,8,Saturday,Lunch,Weekend,314
2024-09-06,ORD26904,Soda,Beverages,5,3.00,15.00,"Credit Card",CUST2110,36,"Prefer not to answer",Takeout,17:30:00,10,Friday,Dinner,Weekday,315
2024-12-09,ORD77859,Beer,"Alcoholic Drinks",4,6.00,24.00,Cash,CUST4917,26,Male,Takeout,21:37:00,6,Monday,Dinner,Weekday,316
2024-02-04,ORD94244,Burger,"Main Course",1,12.00,12.00,"Credit Card",CUST1010,52,Male,Delivery,12:14:00,18,Sunday,Lunch,Weekend,317
2024-11-03,ORD42320,Beer,"Alcoholic Drinks",2,6.00,12.00,Cash,CUST1526,57,Female,Dine-in,21:28:00,11,Sunday,Dinner,Weekend,318
2024-10-30,ORD90141,Tea,Beverages,2,3.00,6.00,"Mobile Payment",CUST7432,63,Female,Dine-in,06:54:00,12,Wednesday,Breakfast,Weekday,319
2024-02-05,ORD15566,Beer,"Alcoholic Drinks",1,6.00,6.00,"Mobile Payment",CUST9826,46,Female,Takeout,17:42:00,6,Monday,Dinner,Weekday,320
2024-04-01,ORD55602,Pasta,"Main Course",2,16.00,32.00,"Credit Card",CUST5748,58,Female,Delivery,21:35:00,21,Monday,Dinner,Weekday,321
2024-07-08,ORD67017,Salad,Appetizer,3,9.00,27.00,"Credit Card",CUST3259,19,Female,Dine-in,13:37:00,16,Monday,Lunch,Weekday,322
2024-01-29,ORD75020,Pizza,"Main Course",4,14.00,56.00,"Mobile Payment",CUST8019,29,Female,Delivery,14:59:00,27,Monday,Lunch,Weekday,323
2024-10-23,ORD30046,Coffee,Beverages,1,4.00,4.00,"Mobile Payment",CUST7887,45,Female,Delivery,10:16:00,16,Wednesday,Breakfast,Weekday,324
2024-09-04,ORD96938,Pasta,"Main Course",19,16.00,304.00,"Credit Card",CUST3394,36,"Prefer not to answer",Delivery,19:46:00,67,Wednesday,Dinner,Weekday,325
2024-07-28,ORD98571,Salad,Appetizer,4,9.00,36.00,"Mobile Payment",CUST3374,58,Female,Dine-in,14:05:00,18,Sunday,Lunch,Weekend,326
2024-09-03,ORD59561,Pizza,"Main Course",3,14.00,42.00,Cash,CUST9749,43,Female,Takeout,15:10:00,14,Tuesday,Lunch,Weekday,327
2024-02-03,ORD62716,Tea,Beverages,3,3.00,9.00,"Credit Card",CUST7379,56,Male,Takeout,07:15:00,8,Saturday,Breakfast,Weekend,328
2024-12-15,ORD15989,Burger,"Main Course",5,12.00,60.00,Cash,CUST6000,61,Female,Takeout,11:49:00,20,Sunday,Lunch,Weekend,329
2024-09-07,ORD46870,Soda,Beverages,4,3.00,12.00,"Credit Card",CUST2664,42,Male,Takeout,20:35:00,9,Saturday,Dinner,Weekend,330
2024-09-07,ORD90971,Pizza,"Main Course",1,14.00,14.00,"Credit Card",CUST6944,28,Male,Takeout,13:55:00,8,Saturday,Lunch,Weekend,331
2024-12-09,ORD96975,"Unknown Item","Main Course",19,16.00,304.00,Cash,CUST1519,41,"Prefer not to answer",Delivery,18:33:00,94,Monday,Dinner,Weekday,333
2024-05-26,ORD50742,Burger,"Main Course",5,12.00,60.00,"Credit Card",CUST9732,38,Male,Dine-in,16:54:00,25,Sunday,Lunch,Weekend,334
2024-08-18,ORD89000,Soda,Beverages,4,3.00,12.00,"Credit Card",CUST6720,35,Female,Delivery,21:53:00,19,Sunday,Dinner,Weekend,335
2024-12-09,ORD93606,Burger,"Main Course",5,12.00,60.00,Cash,CUST6508,57,Male,Dine-in,15:42:00,25,Monday,Lunch,Weekday,336
2024-06-02,ORD50017,Burger,"Main Course",4,12.00,48.00,"Mobile Payment",CUST8966,29,Male,Dine-in,13:24:00,22,Sunday,Lunch,Weekend,337
2024-10-03,ORD22238,Burger,"Main Course",3,12.00,36.00,"Credit Card",CUST5174,59,Male,Takeout,16:52:00,14,Thursday,Lunch,Weekday,338
2024-11-17,ORD85139,Tea,Beverages,2,3.00,6.00,Cash,CUST2718,63,Male,Dine-in,08:47:00,12,Sunday,Breakfast,Weekend,339
2024-08-19,ORD30169,Wine,"Alcoholic Drinks",2,10.00,20.00,"Mobile Payment",CUST2807,58,Male,Dine-in,20:43:00,11,Monday,Dinner,Weekday,340
2024-12-07,ORD45945,Salad,Appetizer,4,9.00,36.00,Cash,CUST1045,39,Female,Dine-in,14:53:00,18,Saturday,Lunch,Weekend,343
2024-06-11,ORD96940,Tea,Beverages,1,3.00,3.00,"Mobile Payment",CUST1549,64,Female,Dine-in,10:52:00,11,Tuesday,Breakfast,Weekday,344
2024-01-03,ORD20400,Burger,"Main Course",1,12.00,12.00,"Credit Card",CUST8022,26,Male,Delivery,13:52:00,18,Wednesday,Lunch,Weekday,346
2024-01-28,ORD70762,Coffee,Beverages,1,4.00,4.00,"Mobile Payment",CUST5239,62,Female,Dine-in,10:14:00,11,Sunday,Breakfast,Weekend,347
2024-04-06,ORD96017,Beer,"Alcoholic Drinks",2,6.00,12.00,"Mobile Payment",CUST9578,39,Female,Takeout,20:13:00,6,Saturday,Dinner,Weekend,348
2024-01-10,ORD25714,Beer,"Alcoholic Drinks",4,6.00,24.00,"Credit Card",CUST4700,50,Male,Takeout,21:59:00,6,Wednesday,Dinner,Weekday,349
2024-03-29,ORD47136,Beer,"Alcoholic Drinks",3,6.00,18.00,"Mobile Payment",CUST6261,60,Male,Dine-in,19:45:00,11,Friday,Dinner,Weekday,350
